,Site,Species,ReadingDateTime,Value,Units,Year,Month
10723,CT8,PM10,2007-12-09,57.3,ug m-3 reference equiv by VCM,2007,12
10724,CT8,PM10,2007-09-13,65.3,ug m-3 reference equiv by VCM,2007,9
10725,CT8,PM10,2007-09-14,39.9,ug m-3 reference equiv by VCM,2007,9
10726,CT8,PM10,2007-09-15,33.1,ug m-3 reference equiv by VCM,2007,9
10727,CT8,PM10,2007-09-16,24.3,ug m-3 reference equiv by VCM,2007,9
10728,CT8,PM10,2007-09-17,24.6,ug m-3 reference equiv by VCM,2007,9
10729,CT8,PM10,2007-09-18,23.5,ug m-3 reference equiv by VCM,2007,9
10730,CT8,PM10,2007-09-19,27.2,ug m-3 reference equiv by VCM,2007,9
10731,CT8,PM10,2007-09-20,25.9,ug m-3 reference equiv by VCM,2007,9
10732,CT8,PM10,2007-09-21,25.8,ug m-3 reference equiv by VCM,2007,9
10733,CT8,PM10,2007-09-22,27.7,ug m-3 reference equiv by VCM,2007,9
10734,CT8,PM10,2007-09-23,16.8,ug m-3 reference equiv by VCM,2007,9
10735,CT8,PM10,2007-09-24,15.6,ug m-3 reference equiv by VCM,2007,9
10736,CT8,PM10,2007-09-25,24.0,ug m-3 reference equiv by VCM,2007,9
10737,CT8,PM10,2007-09-26,20.6,ug m-3 reference equiv by VCM,2007,9
10738,CT8,PM10,2007-09-27,24.3,ug m-3 reference equiv by VCM,2007,9
10739,CT8,PM10,2007-09-28,28.6,ug m-3 reference equiv by VCM,2007,9
10740,CT8,PM10,2007-09-29,28.7,ug m-3 reference equiv by VCM,2007,9
10741,CT8,PM10,2007-09-30,39.6,ug m-3 reference equiv by VCM,2007,9
10742,CT8,PM10,2007-01-10,35.2,ug m-3 reference equiv by VCM,2007,1
10743,CT8,PM10,2007-02-10,45.6,ug m-3 reference equiv by VCM,2007,2
10744,CT8,PM10,2007-03-10,63.5,ug m-3 reference equiv by VCM,2007,3
10745,CT8,PM10,2007-04-10,36.3,ug m-3 reference equiv by VCM,2007,4
10746,CT8,PM10,2007-05-10,42.9,ug m-3 reference equiv by VCM,2007,5
10747,CT8,PM10,2007-06-10,35.8,ug m-3 reference equiv by VCM,2007,6
10748,CT8,PM10,2007-07-10,32.1,ug m-3 reference equiv by VCM,2007,7
10749,CT8,PM10,2007-08-10,41.8,ug m-3 reference equiv by VCM,2007,8
10750,CT8,PM10,2007-09-10,50.6,ug m-3 reference equiv by VCM,2007,9
10751,CT8,PM10,2007-10-10,50.0,ug m-3 reference equiv by VCM,2007,10
10752,CT8,PM10,2007-11-10,67.3,ug m-3 reference equiv by VCM,2007,11
10753,CT8,PM10,2007-12-10,60.3,ug m-3 reference equiv by VCM,2007,12
10754,CT8,PM10,2007-10-13,47.2,ug m-3 reference equiv by VCM,2007,10
10755,CT8,PM10,2007-10-14,62.6,ug m-3 reference equiv by VCM,2007,10
10756,CT8,PM10,2007-10-15,54.6,ug m-3 reference equiv by VCM,2007,10
10757,CT8,PM10,2007-10-16,34.4,ug m-3 reference equiv by VCM,2007,10
10758,CT8,PM10,2007-10-17,28.2,ug m-3 reference equiv by VCM,2007,10
10759,CT8,PM10,2007-10-18,33.9,ug m-3 reference equiv by VCM,2007,10
10760,CT8,PM10,2007-10-19,55.5,ug m-3 reference equiv by VCM,2007,10
10761,CT8,PM10,2007-10-20,40.6,ug m-3 reference equiv by VCM,2007,10
10762,CT8,PM10,2007-10-21,51.5,ug m-3 reference equiv by VCM,2007,10
10763,CT8,PM10,2007-10-22,69.0,ug m-3 reference equiv by VCM,2007,10
10764,CT8,PM10,2007-10-23,46.6,ug m-3 reference equiv by VCM,2007,10
10765,CT8,PM10,2007-10-24,41.7,ug m-3 reference equiv by VCM,2007,10
10766,CT8,PM10,2007-10-25,43.9,ug m-3 reference equiv by VCM,2007,10
10767,CT8,PM10,2007-10-26,61.7,ug m-3 reference equiv by VCM,2007,10
10768,CT8,PM10,2007-10-27,35.6,ug m-3 reference equiv by VCM,2007,10
10769,CT8,PM10,2007-10-28,14.1,ug m-3 reference equiv by VCM,2007,10
10770,CT8,PM10,2007-10-29,25.0,ug m-3 reference equiv by VCM,2007,10
10771,CT8,PM10,2007-10-30,29.4,ug m-3 reference equiv by VCM,2007,10
10772,CT8,PM10,2007-10-31,33.8,ug m-3 reference equiv by VCM,2007,10
10773,CT8,PM10,2007-01-11,35.9,ug m-3 reference equiv by VCM,2007,1
10774,CT8,PM10,2007-02-11,40.1,ug m-3 reference equiv by VCM,2007,2
10775,CT8,PM10,2007-03-11,34.6,ug m-3 reference equiv by VCM,2007,3
10776,CT8,PM10,2007-04-11,48.3,ug m-3 reference equiv by VCM,2007,4
10777,CT8,PM10,2007-05-11,76.5,ug m-3 reference equiv by VCM,2007,5
10778,CT8,PM10,2007-06-11,38.8,ug m-3 reference equiv by VCM,2007,6
10779,CT8,PM10,2007-07-11,30.4,ug m-3 reference equiv by VCM,2007,7
10780,CT8,PM10,2007-08-11,27.2,ug m-3 reference equiv by VCM,2007,8
10781,CT8,PM10,2007-09-11,34.8,ug m-3 reference equiv by VCM,2007,9
10782,CT8,PM10,2007-10-11,20.7,ug m-3 reference equiv by VCM,2007,10
10783,CT8,PM10,2007-11-11,12.8,ug m-3 reference equiv by VCM,2007,11
10784,CT8,PM10,2007-12-11,26.4,ug m-3 reference equiv by VCM,2007,12
10785,CT8,PM10,2007-11-13,27.9,ug m-3 reference equiv by VCM,2007,11
10786,CT8,PM10,2007-11-14,27.2,ug m-3 reference equiv by VCM,2007,11
10787,CT8,PM10,2007-11-15,37.8,ug m-3 reference equiv by VCM,2007,11
10788,CT8,PM10,2007-11-16,69.4,ug m-3 reference equiv by VCM,2007,11
10789,CT8,PM10,2007-11-17,41.3,ug m-3 reference equiv by VCM,2007,11
10790,CT8,PM10,2007-11-18,26.5,ug m-3 reference equiv by VCM,2007,11
10791,CT8,PM10,2007-11-19,30.3,ug m-3 reference equiv by VCM,2007,11
10792,CT8,PM10,2007-11-20,40.1,ug m-3 reference equiv by VCM,2007,11
10793,CT8,PM10,2007-11-21,36.8,ug m-3 reference equiv by VCM,2007,11
10794,CT8,PM10,2007-11-22,32.2,ug m-3 reference equiv by VCM,2007,11
10795,CT8,PM10,2007-11-23,26.0,ug m-3 reference equiv by VCM,2007,11
10796,CT8,PM10,2007-11-24,29.7,ug m-3 reference equiv by VCM,2007,11
10797,CT8,PM10,2007-11-25,18.9,ug m-3 reference equiv by VCM,2007,11
10798,CT8,PM10,2007-11-26,36.5,ug m-3 reference equiv by VCM,2007,11
10799,CT8,PM10,2007-11-27,46.1,ug m-3 reference equiv by VCM,2007,11
10800,CT8,PM10,2007-11-28,27.8,ug m-3 reference equiv by VCM,2007,11
10801,CT8,PM10,2007-11-29,31.4,ug m-3 reference equiv by VCM,2007,11
10802,CT8,PM10,2007-11-30,20.9,ug m-3 reference equiv by VCM,2007,11
10803,CT8,PM10,2007-01-12,14.2,ug m-3 reference equiv by VCM,2007,1
10804,CT8,PM10,2007-02-12,14.9,ug m-3 reference equiv by VCM,2007,2
10805,CT8,PM10,2007-03-12,18.4,ug m-3 reference equiv by VCM,2007,3
10806,CT8,PM10,2007-04-12,24.5,ug m-3 reference equiv by VCM,2007,4
10807,CT8,PM10,2007-05-12,21.4,ug m-3 reference equiv by VCM,2007,5
10808,CT8,PM10,2007-06-12,21.7,ug m-3 reference equiv by VCM,2007,6
10809,CT8,PM10,2007-07-12,18.4,ug m-3 reference equiv by VCM,2007,7
10810,CT8,PM10,2007-08-12,21.0,ug m-3 reference equiv by VCM,2007,8
10811,CT8,PM10,2007-09-12,13.0,ug m-3 reference equiv by VCM,2007,9
10812,CT8,PM10,2007-10-12,19.1,ug m-3 reference equiv by VCM,2007,10
10813,CT8,PM10,2007-11-12,64.7,ug m-3 reference equiv by VCM,2007,11
10814,CT8,PM10,2007-12-12,106.7,ug m-3 reference equiv by VCM,2007,12
10815,CT8,PM10,2007-12-13,94.6,ug m-3 reference equiv by VCM,2007,12
10816,CT8,PM10,2007-12-14,67.2,ug m-3 reference equiv by VCM,2007,12
10817,CT8,PM10,2007-12-15,42.4,ug m-3 reference equiv by VCM,2007,12
10818,CT8,PM10,2007-12-16,34.0,ug m-3 reference equiv by VCM,2007,12
10819,CT8,PM10,2007-12-17,42.9,ug m-3 reference equiv by VCM,2007,12
10820,CT8,PM10,2007-12-18,60.6,ug m-3 reference equiv by VCM,2007,12
10821,CT8,PM10,2007-12-19,80.4,ug m-3 reference equiv by VCM,2007,12
10822,CT8,PM10,2007-12-20,71.3,ug m-3 reference equiv by VCM,2007,12
10823,CT8,PM10,2007-12-21,74.2,ug m-3 reference equiv by VCM,2007,12
10824,CT8,PM10,2007-12-22,58.2,ug m-3 reference equiv by VCM,2007,12
10825,CT8,PM10,2007-12-23,38.5,ug m-3 reference equiv by VCM,2007,12
10826,CT8,PM10,2007-12-24,29.4,ug m-3 reference equiv by VCM,2007,12
10827,CT8,PM10,2007-12-25,17.8,ug m-3 reference equiv by VCM,2007,12
10828,CT8,PM10,2007-12-26,16.1,ug m-3 reference equiv by VCM,2007,12
10829,CT8,PM10,2007-12-27,18.9,ug m-3 reference equiv by VCM,2007,12
10830,CT8,PM10,2007-12-28,18.4,ug m-3 reference equiv by VCM,2007,12
10831,CT8,PM10,2007-12-29,10.9,ug m-3 reference equiv by VCM,2007,12
10832,CT8,PM10,2007-12-30,17.0,ug m-3 reference equiv by VCM,2007,12
10833,CT8,PM10,2007-12-31,24.1,ug m-3 reference equiv by VCM,2007,12
15521,HK6,PM10,2007-01-01,14.4,ug m-3 reference equiv by VCM,2007,1
15522,HK6,PM10,2007-02-01,17.6,ug m-3 reference equiv by VCM,2007,2
15523,HK6,PM10,2007-03-01,22.4,ug m-3 reference equiv by VCM,2007,3
15524,HK6,PM10,2007-04-01,20.6,ug m-3 reference equiv by VCM,2007,4
15525,HK6,PM10,2007-05-01,17.6,ug m-3 reference equiv by VCM,2007,5
15526,HK6,PM10,2007-06-01,18.9,ug m-3 reference equiv by VCM,2007,6
15527,HK6,PM10,2007-07-01,17.0,ug m-3 reference equiv by VCM,2007,7
15528,HK6,PM10,2007-08-01,13.8,ug m-3 reference equiv by VCM,2007,8
15529,HK6,PM10,2007-09-01,22.5,ug m-3 reference equiv by VCM,2007,9
15530,HK6,PM10,2007-10-01,18.8,ug m-3 reference equiv by VCM,2007,10
15531,HK6,PM10,2007-11-01,25.0,ug m-3 reference equiv by VCM,2007,11
15532,HK6,PM10,2007-12-01,25.3,ug m-3 reference equiv by VCM,2007,12
15533,HK6,PM10,2007-01-13,11.7,ug m-3 reference equiv by VCM,2007,1
15534,HK6,PM10,2007-01-14,17.2,ug m-3 reference equiv by VCM,2007,1
15535,HK6,PM10,2007-01-15,20.8,ug m-3 reference equiv by VCM,2007,1
15536,HK6,PM10,2007-01-16,21.7,ug m-3 reference equiv by VCM,2007,1
15537,HK6,PM10,2007-01-17,19.5,ug m-3 reference equiv by VCM,2007,1
15538,HK6,PM10,2007-01-18,19.4,ug m-3 reference equiv by VCM,2007,1
15539,HK6,PM10,2007-01-19,18.6,ug m-3 reference equiv by VCM,2007,1
15540,HK6,PM10,2007-01-20,15.0,ug m-3 reference equiv by VCM,2007,1
15541,HK6,PM10,2007-01-21,12.0,ug m-3 reference equiv by VCM,2007,1
15542,HK6,PM10,2007-01-22,15.5,ug m-3 reference equiv by VCM,2007,1
15543,HK6,PM10,2007-01-23,19.3,ug m-3 reference equiv by VCM,2007,1
15544,HK6,PM10,2007-01-24,22.3,ug m-3 reference equiv by VCM,2007,1
15545,HK6,PM10,2007-01-25,28.8,ug m-3 reference equiv by VCM,2007,1
15546,HK6,PM10,2007-01-26,40.9,ug m-3 reference equiv by VCM,2007,1
15547,HK6,PM10,2007-01-27,32.9,ug m-3 reference equiv by VCM,2007,1
15548,HK6,PM10,2007-01-28,17.6,ug m-3 reference equiv by VCM,2007,1
15549,HK6,PM10,2007-01-29,32.5,ug m-3 reference equiv by VCM,2007,1
15550,HK6,PM10,2007-01-30,44.6,ug m-3 reference equiv by VCM,2007,1
15558,HK6,PM10,2007-07-02,66.0,ug m-3 reference equiv by VCM,2007,7
15559,HK6,PM10,2007-08-02,26.0,ug m-3 reference equiv by VCM,2007,8
15560,HK6,PM10,2007-09-02,32.5,ug m-3 reference equiv by VCM,2007,9
15561,HK6,PM10,2007-10-02,23.7,ug m-3 reference equiv by VCM,2007,10
15562,HK6,PM10,2007-11-02,19.8,ug m-3 reference equiv by VCM,2007,11
15563,HK6,PM10,2007-12-02,17.5,ug m-3 reference equiv by VCM,2007,12
15564,HK6,PM10,2007-02-13,27.2,ug m-3 reference equiv by VCM,2007,2
15565,HK6,PM10,2007-02-14,25.4,ug m-3 reference equiv by VCM,2007,2
15566,HK6,PM10,2007-02-15,29.3,ug m-3 reference equiv by VCM,2007,2
15567,HK6,PM10,2007-02-16,36.3,ug m-3 reference equiv by VCM,2007,2
15568,HK6,PM10,2007-02-17,34.2,ug m-3 reference equiv by VCM,2007,2
15569,HK6,PM10,2007-02-18,21.1,ug m-3 reference equiv by VCM,2007,2
15570,HK6,PM10,2007-02-19,40.2,ug m-3 reference equiv by VCM,2007,2
15571,HK6,PM10,2007-02-20,29.0,ug m-3 reference equiv by VCM,2007,2
15572,HK6,PM10,2007-02-21,25.6,ug m-3 reference equiv by VCM,2007,2
15573,HK6,PM10,2007-02-22,23.4,ug m-3 reference equiv by VCM,2007,2
15574,HK6,PM10,2007-02-23,25.3,ug m-3 reference equiv by VCM,2007,2
15575,HK6,PM10,2007-02-24,21.1,ug m-3 reference equiv by VCM,2007,2
15576,HK6,PM10,2007-02-25,11.7,ug m-3 reference equiv by VCM,2007,2
15577,HK6,PM10,2007-02-26,16.9,ug m-3 reference equiv by VCM,2007,2
15578,HK6,PM10,2007-02-27,21.8,ug m-3 reference equiv by VCM,2007,2
15579,HK6,PM10,2007-02-28,25.5,ug m-3 reference equiv by VCM,2007,2
15580,HK6,PM10,2007-01-03,23.0,ug m-3 reference equiv by VCM,2007,1
15581,HK6,PM10,2007-02-03,25.1,ug m-3 reference equiv by VCM,2007,2
15582,HK6,PM10,2007-03-03,16.6,ug m-3 reference equiv by VCM,2007,3
15583,HK6,PM10,2007-04-03,17.0,ug m-3 reference equiv by VCM,2007,4
15584,HK6,PM10,2007-05-03,20.0,ug m-3 reference equiv by VCM,2007,5
15585,HK6,PM10,2007-06-03,24.4,ug m-3 reference equiv by VCM,2007,6
15586,HK6,PM10,2007-07-03,28.0,ug m-3 reference equiv by VCM,2007,7
15587,HK6,PM10,2007-08-03,36.6,ug m-3 reference equiv by VCM,2007,8
15588,HK6,PM10,2007-09-03,27.7,ug m-3 reference equiv by VCM,2007,9
15589,HK6,PM10,2007-10-03,28.4,ug m-3 reference equiv by VCM,2007,10
15590,HK6,PM10,2007-11-03,25.1,ug m-3 reference equiv by VCM,2007,11
15591,HK6,PM10,2007-12-03,30.3,ug m-3 reference equiv by VCM,2007,12
15592,HK6,PM10,2007-03-13,31.7,ug m-3 reference equiv by VCM,2007,3
15593,HK6,PM10,2007-03-14,46.4,ug m-3 reference equiv by VCM,2007,3
15594,HK6,PM10,2007-03-15,32.9,ug m-3 reference equiv by VCM,2007,3
15595,HK6,PM10,2007-03-16,35.6,ug m-3 reference equiv by VCM,2007,3
15596,HK6,PM10,2007-03-17,25.2,ug m-3 reference equiv by VCM,2007,3
15597,HK6,PM10,2007-03-18,14.6,ug m-3 reference equiv by VCM,2007,3
15598,HK6,PM10,2007-03-19,13.8,ug m-3 reference equiv by VCM,2007,3
15599,HK6,PM10,2007-03-20,15.2,ug m-3 reference equiv by VCM,2007,3
15606,HK6,PM10,2007-03-27,89.3,ug m-3 reference equiv by VCM,2007,3
15607,HK6,PM10,2007-03-28,91.7,ug m-3 reference equiv by VCM,2007,3
15608,HK6,PM10,2007-03-29,62.7,ug m-3 reference equiv by VCM,2007,3
15609,HK6,PM10,2007-03-30,75.3,ug m-3 reference equiv by VCM,2007,3
15610,HK6,PM10,2007-03-31,67.6,ug m-3 reference equiv by VCM,2007,3
15611,HK6,PM10,2007-01-04,54.4,ug m-3 reference equiv by VCM,2007,1
15612,HK6,PM10,2007-02-04,65.6,ug m-3 reference equiv by VCM,2007,2
15613,HK6,PM10,2007-03-04,24.8,ug m-3 reference equiv by VCM,2007,3
15614,HK6,PM10,2007-04-04,27.1,ug m-3 reference equiv by VCM,2007,4
15615,HK6,PM10,2007-05-04,45.1,ug m-3 reference equiv by VCM,2007,5
15616,HK6,PM10,2007-06-04,32.8,ug m-3 reference equiv by VCM,2007,6
15617,HK6,PM10,2007-07-04,35.0,ug m-3 reference equiv by VCM,2007,7
15618,HK6,PM10,2007-08-04,38.2,ug m-3 reference equiv by VCM,2007,8
15619,HK6,PM10,2007-09-04,33.5,ug m-3 reference equiv by VCM,2007,9
15620,HK6,PM10,2007-10-04,24.9,ug m-3 reference equiv by VCM,2007,10
15621,HK6,PM10,2007-11-04,39.2,ug m-3 reference equiv by VCM,2007,11
15622,HK6,PM10,2007-12-04,58.2,ug m-3 reference equiv by VCM,2007,12
15623,HK6,PM10,2007-04-13,56.0,ug m-3 reference equiv by VCM,2007,4
15624,HK6,PM10,2007-04-14,51.1,ug m-3 reference equiv by VCM,2007,4
15626,HK6,PM10,2007-04-16,57.0,ug m-3 reference equiv by VCM,2007,4
15627,HK6,PM10,2007-04-17,38.9,ug m-3 reference equiv by VCM,2007,4
15628,HK6,PM10,2007-04-18,30.5,ug m-3 reference equiv by VCM,2007,4
15630,HK6,PM10,2007-04-20,37.5,ug m-3 reference equiv by VCM,2007,4
15631,HK6,PM10,2007-04-21,36.6,ug m-3 reference equiv by VCM,2007,4
15632,HK6,PM10,2007-04-22,44.8,ug m-3 reference equiv by VCM,2007,4
15633,HK6,PM10,2007-04-23,37.3,ug m-3 reference equiv by VCM,2007,4
15634,HK6,PM10,2007-04-24,37.6,ug m-3 reference equiv by VCM,2007,4
15635,HK6,PM10,2007-04-25,29.9,ug m-3 reference equiv by VCM,2007,4
15636,HK6,PM10,2007-04-26,21.5,ug m-3 reference equiv by VCM,2007,4
15637,HK6,PM10,2007-04-27,34.0,ug m-3 reference equiv by VCM,2007,4
15638,HK6,PM10,2007-04-28,25.8,ug m-3 reference equiv by VCM,2007,4
15639,HK6,PM10,2007-04-29,34.4,ug m-3 reference equiv by VCM,2007,4
15640,HK6,PM10,2007-04-30,34.0,ug m-3 reference equiv by VCM,2007,4
15641,HK6,PM10,2007-01-05,35.2,ug m-3 reference equiv by VCM,2007,1
15642,HK6,PM10,2007-02-05,28.5,ug m-3 reference equiv by VCM,2007,2
15643,HK6,PM10,2007-03-05,23.3,ug m-3 reference equiv by VCM,2007,3
15644,HK6,PM10,2007-04-05,25.0,ug m-3 reference equiv by VCM,2007,4
15645,HK6,PM10,2007-05-05,21.9,ug m-3 reference equiv by VCM,2007,5
15646,HK6,PM10,2007-06-05,33.7,ug m-3 reference equiv by VCM,2007,6
15647,HK6,PM10,2007-07-05,10.9,ug m-3 reference equiv by VCM,2007,7
15648,HK6,PM10,2007-08-05,25.8,ug m-3 reference equiv by VCM,2007,8
15649,HK6,PM10,2007-09-05,24.2,ug m-3 reference equiv by VCM,2007,9
15650,HK6,PM10,2007-10-05,21.6,ug m-3 reference equiv by VCM,2007,10
15651,HK6,PM10,2007-11-05,18.3,ug m-3 reference equiv by VCM,2007,11
15652,HK6,PM10,2007-12-05,23.3,ug m-3 reference equiv by VCM,2007,12
15653,HK6,PM10,2007-05-13,23.8,ug m-3 reference equiv by VCM,2007,5
15654,HK6,PM10,2007-05-14,18.0,ug m-3 reference equiv by VCM,2007,5
15655,HK6,PM10,2007-05-15,21.3,ug m-3 reference equiv by VCM,2007,5
15656,HK6,PM10,2007-05-16,30.8,ug m-3 reference equiv by VCM,2007,5
15657,HK6,PM10,2007-05-17,19.9,ug m-3 reference equiv by VCM,2007,5
15658,HK6,PM10,2007-05-18,25.1,ug m-3 reference equiv by VCM,2007,5
15659,HK6,PM10,2007-05-19,27.6,ug m-3 reference equiv by VCM,2007,5
15660,HK6,PM10,2007-05-20,27.6,ug m-3 reference equiv by VCM,2007,5
15661,HK6,PM10,2007-05-21,26.0,ug m-3 reference equiv by VCM,2007,5
15663,HK6,PM10,2007-05-23,33.0,ug m-3 reference equiv by VCM,2007,5
15664,HK6,PM10,2007-05-24,41.0,ug m-3 reference equiv by VCM,2007,5
15665,HK6,PM10,2007-05-25,27.8,ug m-3 reference equiv by VCM,2007,5
15666,HK6,PM10,2007-05-26,21.5,ug m-3 reference equiv by VCM,2007,5
15667,HK6,PM10,2007-05-27,16.1,ug m-3 reference equiv by VCM,2007,5
15668,HK6,PM10,2007-05-28,6.3,ug m-3 reference equiv by VCM,2007,5
15669,HK6,PM10,2007-05-29,21.5,ug m-3 reference equiv by VCM,2007,5
15670,HK6,PM10,2007-05-30,21.7,ug m-3 reference equiv by VCM,2007,5
15671,HK6,PM10,2007-05-31,27.0,ug m-3 reference equiv by VCM,2007,5
15672,HK6,PM10,2007-01-06,34.1,ug m-3 reference equiv by VCM,2007,1
15673,HK6,PM10,2007-02-06,33.9,ug m-3 reference equiv by VCM,2007,2
15674,HK6,PM10,2007-03-06,41.9,ug m-3 reference equiv by VCM,2007,3
15675,HK6,PM10,2007-04-06,29.8,ug m-3 reference equiv by VCM,2007,4
15676,HK6,PM10,2007-05-06,25.9,ug m-3 reference equiv by VCM,2007,5
15677,HK6,PM10,2007-06-06,25.4,ug m-3 reference equiv by VCM,2007,6
15678,HK6,PM10,2007-07-06,20.6,ug m-3 reference equiv by VCM,2007,7
15679,HK6,PM10,2007-08-06,36.3,ug m-3 reference equiv by VCM,2007,8
15680,HK6,PM10,2007-09-06,50.4,ug m-3 reference equiv by VCM,2007,9
15681,HK6,PM10,2007-10-06,36.4,ug m-3 reference equiv by VCM,2007,10
15682,HK6,PM10,2007-11-06,39.3,ug m-3 reference equiv by VCM,2007,11
15683,HK6,PM10,2007-12-06,46.3,ug m-3 reference equiv by VCM,2007,12
15684,HK6,PM10,2007-06-13,32.1,ug m-3 reference equiv by VCM,2007,6
15685,HK6,PM10,2007-06-14,35.5,ug m-3 reference equiv by VCM,2007,6
15686,HK6,PM10,2007-06-15,25.2,ug m-3 reference equiv by VCM,2007,6
15687,HK6,PM10,2007-06-16,19.1,ug m-3 reference equiv by VCM,2007,6
15688,HK6,PM10,2007-06-17,16.3,ug m-3 reference equiv by VCM,2007,6
15689,HK6,PM10,2007-06-18,20.7,ug m-3 reference equiv by VCM,2007,6
15690,HK6,PM10,2007-06-19,34.6,ug m-3 reference equiv by VCM,2007,6
15691,HK6,PM10,2007-06-20,24.2,ug m-3 reference equiv by VCM,2007,6
15692,HK6,PM10,2007-06-21,24.1,ug m-3 reference equiv by VCM,2007,6
15693,HK6,PM10,2007-06-22,19.3,ug m-3 reference equiv by VCM,2007,6
15694,HK6,PM10,2007-06-23,23.9,ug m-3 reference equiv by VCM,2007,6
15695,HK6,PM10,2007-06-24,12.2,ug m-3 reference equiv by VCM,2007,6
15696,HK6,PM10,2007-06-25,12.2,ug m-3 reference equiv by VCM,2007,6
15697,HK6,PM10,2007-06-26,14.9,ug m-3 reference equiv by VCM,2007,6
15698,HK6,PM10,2007-06-27,23.7,ug m-3 reference equiv by VCM,2007,6
15699,HK6,PM10,2007-06-28,21.2,ug m-3 reference equiv by VCM,2007,6
15700,HK6,PM10,2007-06-29,19.4,ug m-3 reference equiv by VCM,2007,6
15701,HK6,PM10,2007-06-30,15.3,ug m-3 reference equiv by VCM,2007,6
15702,HK6,PM10,2007-01-07,15.2,ug m-3 reference equiv by VCM,2007,1
15703,HK6,PM10,2007-02-07,16.3,ug m-3 reference equiv by VCM,2007,2
15704,HK6,PM10,2007-03-07,17.5,ug m-3 reference equiv by VCM,2007,3
15705,HK6,PM10,2007-04-07,22.2,ug m-3 reference equiv by VCM,2007,4
15706,HK6,PM10,2007-05-07,17.5,ug m-3 reference equiv by VCM,2007,5
15707,HK6,PM10,2007-06-07,24.8,ug m-3 reference equiv by VCM,2007,6
15708,HK6,PM10,2007-07-07,21.9,ug m-3 reference equiv by VCM,2007,7
15709,HK6,PM10,2007-08-07,19.6,ug m-3 reference equiv by VCM,2007,8
15710,HK6,PM10,2007-09-07,23.5,ug m-3 reference equiv by VCM,2007,9
15711,HK6,PM10,2007-10-07,18.6,ug m-3 reference equiv by VCM,2007,10
15712,HK6,PM10,2007-11-07,23.5,ug m-3 reference equiv by VCM,2007,11
15713,HK6,PM10,2007-12-07,19.9,ug m-3 reference equiv by VCM,2007,12
15714,HK6,PM10,2007-07-13,24.2,ug m-3 reference equiv by VCM,2007,7
15715,HK6,PM10,2007-07-14,14.2,ug m-3 reference equiv by VCM,2007,7
15718,HK6,PM10,2007-07-17,18.5,ug m-3 reference equiv by VCM,2007,7
15719,HK6,PM10,2007-07-18,22.0,ug m-3 reference equiv by VCM,2007,7
15720,HK6,PM10,2007-07-19,29.6,ug m-3 reference equiv by VCM,2007,7
15721,HK6,PM10,2007-07-20,23.8,ug m-3 reference equiv by VCM,2007,7
15722,HK6,PM10,2007-07-21,14.8,ug m-3 reference equiv by VCM,2007,7
15723,HK6,PM10,2007-07-22,13.2,ug m-3 reference equiv by VCM,2007,7
15724,HK6,PM10,2007-07-23,21.3,ug m-3 reference equiv by VCM,2007,7
15725,HK6,PM10,2007-07-24,27.5,ug m-3 reference equiv by VCM,2007,7
15726,HK6,PM10,2007-07-25,19.8,ug m-3 reference equiv by VCM,2007,7
15727,HK6,PM10,2007-07-26,23.9,ug m-3 reference equiv by VCM,2007,7
15728,HK6,PM10,2007-07-27,24.9,ug m-3 reference equiv by VCM,2007,7
15729,HK6,PM10,2007-07-28,22.2,ug m-3 reference equiv by VCM,2007,7
15730,HK6,PM10,2007-07-29,13.3,ug m-3 reference equiv by VCM,2007,7
15731,HK6,PM10,2007-07-30,20.5,ug m-3 reference equiv by VCM,2007,7
15732,HK6,PM10,2007-07-31,26.2,ug m-3 reference equiv by VCM,2007,7
15733,HK6,PM10,2007-01-08,37.9,ug m-3 reference equiv by VCM,2007,1
15734,HK6,PM10,2007-02-08,31.7,ug m-3 reference equiv by VCM,2007,2
15735,HK6,PM10,2007-03-08,26.6,ug m-3 reference equiv by VCM,2007,3
15736,HK6,PM10,2007-04-08,18.4,ug m-3 reference equiv by VCM,2007,4
15737,HK6,PM10,2007-05-08,25.8,ug m-3 reference equiv by VCM,2007,5
15738,HK6,PM10,2007-06-08,25.2,ug m-3 reference equiv by VCM,2007,6
15739,HK6,PM10,2007-07-08,24.1,ug m-3 reference equiv by VCM,2007,7
15740,HK6,PM10,2007-08-08,22.4,ug m-3 reference equiv by VCM,2007,8
15741,HK6,PM10,2007-09-08,19.8,ug m-3 reference equiv by VCM,2007,9
15742,HK6,PM10,2007-10-08,23.9,ug m-3 reference equiv by VCM,2007,10
15743,HK6,PM10,2007-11-08,35.2,ug m-3 reference equiv by VCM,2007,11
15744,HK6,PM10,2007-12-08,18.7,ug m-3 reference equiv by VCM,2007,12
15745,HK6,PM10,2007-08-13,15.2,ug m-3 reference equiv by VCM,2007,8
15746,HK6,PM10,2007-08-14,14.3,ug m-3 reference equiv by VCM,2007,8
15747,HK6,PM10,2007-08-15,21.1,ug m-3 reference equiv by VCM,2007,8
15748,HK6,PM10,2007-08-16,23.3,ug m-3 reference equiv by VCM,2007,8
15749,HK6,PM10,2007-08-17,22.6,ug m-3 reference equiv by VCM,2007,8
15750,HK6,PM10,2007-08-18,16.8,ug m-3 reference equiv by VCM,2007,8
15751,HK6,PM10,2007-08-19,12.3,ug m-3 reference equiv by VCM,2007,8
